,FID,geometry
958,958,"POLYGON ((106.889512563356 47.93579543662717, 106.8940041397766 47.93579543662717, 106.8940041397766 47.9291097009831, 106.889512563356 47.9291097009831, 106.889512563356 47.93579543662717))"
959,959,"POLYGON ((106.889512563356 47.9291097009831, 106.8940041397766 47.9291097009831, 106.8940041397766 47.92242396533903, 106.889512563356 47.92242396533903, 106.889512563356 47.9291097009831))"
960,960,"POLYGON ((106.889512563356 47.92242396533903, 106.8940041397766 47.92242396533903, 106.8940041397766 47.91573822969496, 106.889512563356 47.91573822969496, 106.889512563356 47.92242396533903))"
961,961,"POLYGON ((106.889512563356 47.91573822969496, 106.8940041397766 47.91573822969496, 106.8940041397766 47.90905249405089, 106.889512563356 47.90905249405089, 106.889512563356 47.91573822969496))"
962,962,"POLYGON ((106.889512563356 47.90905249405089, 106.8940041397766 47.90905249405089, 106.8940041397766 47.90236675840682, 106.889512563356 47.90236675840682, 106.889512563356 47.90905249405089))"
963,963,"POLYGON ((106.889512563356 47.90236675840682, 106.8940041397766 47.90236675840682, 106.8940041397766 47.89568102276275, 106.889512563356 47.89568102276275, 106.889512563356 47.90236675840682))"
964,964,"POLYGON ((106.889512563356 47.89568102276275, 106.8940041397766 47.89568102276275, 106.8940041397766 47.88899528711868, 106.889512563356 47.88899528711868, 106.889512563356 47.89568102276275))"
965,965,"POLYGON ((106.889512563356 47.88899528711868, 106.8940041397766 47.88899528711868, 106.8940041397766 47.88230955147461, 106.889512563356 47.88230955147461, 106.889512563356 47.88899528711868))"
966,966,"POLYGON ((106.889512563356 47.88230955147461, 106.8940041397766 47.88230955147461, 106.8940041397766 47.87562381583054, 106.889512563356 47.87562381583054, 106.889512563356 47.88230955147461))"
967,967,"POLYGON ((106.889512563356 47.87562381583054, 106.8940041397766 47.87562381583054, 106.8940041397766 47.86893808018647, 106.889512563356 47.86893808018647, 106.889512563356 47.87562381583054))"
968,968,"POLYGON ((106.889512563356 47.86893808018647, 106.8940041397766 47.86893808018647, 106.8940041397766 47.86225234454241, 106.889512563356 47.86225234454241, 106.889512563356 47.86893808018647))"
969,969,"POLYGON ((106.889512563356 47.86225234454241, 106.8940041397766 47.86225234454241, 106.8940041397766 47.85556660889834, 106.889512563356 47.85556660889834, 106.889512563356 47.86225234454241))"
970,970,"POLYGON ((106.889512563356 47.85556660889834, 106.8940041397766 47.85556660889834, 106.8940041397766 47.84888087325427, 106.889512563356 47.84888087325427, 106.889512563356 47.85556660889834))"
971,971,"POLYGON ((106.889512563356 47.84888087325427, 106.8940041397766 47.84888087325427, 106.8940041397766 47.8421951376102, 106.889512563356 47.8421951376102, 106.889512563356 47.84888087325427))"
972,972,"POLYGON ((106.889512563356 47.8421951376102, 106.8940041397766 47.8421951376102, 106.8940041397766 47.83550940196613, 106.889512563356 47.83550940196613, 106.889512563356 47.8421951376102))"
973,973,"POLYGON ((106.889512563356 47.83550940196613, 106.8940041397766 47.83550940196613, 106.8940041397766 47.82882366632206, 106.889512563356 47.82882366632206, 106.889512563356 47.83550940196613))"
974,974,"POLYGON ((106.889512563356 47.82882366632206, 106.8940041397766 47.82882366632206, 106.8940041397766 47.82213793067799, 106.889512563356 47.82213793067799, 106.889512563356 47.82882366632206))"
975,975,"POLYGON ((106.889512563356 47.82213793067799, 106.8940041397766 47.82213793067799, 106.8940041397766 47.81545219503392, 106.889512563356 47.81545219503392, 106.889512563356 47.82213793067799))"
976,976,"POLYGON ((106.889512563356 47.81545219503392, 106.8940041397766 47.81545219503392, 106.8940041397766 47.80876645938985, 106.889512563356 47.80876645938985, 106.889512563356 47.81545219503392))"
977,977,"POLYGON ((106.889512563356 47.80876645938985, 106.8940041397766 47.80876645938985, 106.8940041397766 47.80208072374578, 106.889512563356 47.80208072374578, 106.889512563356 47.80876645938985))"
978,978,"POLYGON ((106.889512563356 47.80208072374578, 106.8940041397766 47.80208072374578, 106.8940041397766 47.79539498810171, 106.889512563356 47.79539498810171, 106.889512563356 47.80208072374578))"
979,979,"POLYGON ((106.889512563356 47.79539498810171, 106.8940041397766 47.79539498810171, 106.8940041397766 47.78870925245764, 106.889512563356 47.78870925245764, 106.889512563356 47.79539498810171))"
980,980,"POLYGON ((106.8940041397766 48.02271000000007, 106.8984957161972 48.02271000000007, 106.8984957161972 48.016024264356, 106.8940041397766 48.016024264356, 106.8940041397766 48.02271000000007))"
981,981,"POLYGON ((106.8940041397766 48.016024264356, 106.8984957161972 48.016024264356, 106.8984957161972 48.00933852871193, 106.8940041397766 48.00933852871193, 106.8940041397766 48.016024264356))"
982,982,"POLYGON ((106.8940041397766 48.00933852871193, 106.8984957161972 48.00933852871193, 106.8984957161972 48.00265279306786, 106.8940041397766 48.00265279306786, 106.8940041397766 48.00933852871193))"
983,983,"POLYGON ((106.8940041397766 48.00265279306786, 106.8984957161972 48.00265279306786, 106.8984957161972 47.99596705742379, 106.8940041397766 47.99596705742379, 106.8940041397766 48.00265279306786))"
984,984,"POLYGON ((106.8940041397766 47.99596705742379, 106.8984957161972 47.99596705742379, 106.8984957161972 47.98928132177972, 106.8940041397766 47.98928132177972, 106.8940041397766 47.99596705742379))"
985,985,"POLYGON ((106.8940041397766 47.98928132177972, 106.8984957161972 47.98928132177972, 106.8984957161972 47.98259558613565, 106.8940041397766 47.98259558613565, 106.8940041397766 47.98928132177972))"
986,986,"POLYGON ((106.8940041397766 47.98259558613565, 106.8984957161972 47.98259558613565, 106.8984957161972 47.97590985049158, 106.8940041397766 47.97590985049158, 106.8940041397766 47.98259558613565))"
987,987,"POLYGON ((106.8940041397766 47.97590985049158, 106.8984957161972 47.97590985049158, 106.8984957161972 47.96922411484751, 106.8940041397766 47.96922411484751, 106.8940041397766 47.97590985049158))"
988,988,"POLYGON ((106.8940041397766 47.96922411484751, 106.8984957161972 47.96922411484751, 106.8984957161972 47.96253837920344, 106.8940041397766 47.96253837920344, 106.8940041397766 47.96922411484751))"
989,989,"POLYGON ((106.8940041397766 47.96253837920344, 106.8984957161972 47.96253837920344, 106.8984957161972 47.95585264355937, 106.8940041397766 47.95585264355937, 106.8940041397766 47.96253837920344))"
990,990,"POLYGON ((106.8940041397766 47.95585264355937, 106.8984957161972 47.95585264355937, 106.8984957161972 47.94916690791531, 106.8940041397766 47.94916690791531, 106.8940041397766 47.95585264355937))"
991,991,"POLYGON ((106.8940041397766 47.94916690791531, 106.8984957161972 47.94916690791531, 106.8984957161972 47.94248117227124, 106.8940041397766 47.94248117227124, 106.8940041397766 47.94916690791531))"
992,992,"POLYGON ((106.8940041397766 47.94248117227124, 106.8984957161972 47.94248117227124, 106.8984957161972 47.93579543662717, 106.8940041397766 47.93579543662717, 106.8940041397766 47.94248117227124))"
993,993,"POLYGON ((106.8940041397766 47.93579543662717, 106.8984957161972 47.93579543662717, 106.8984957161972 47.9291097009831, 106.8940041397766 47.9291097009831, 106.8940041397766 47.93579543662717))"
994,994,"POLYGON ((106.8940041397766 47.9291097009831, 106.8984957161972 47.9291097009831, 106.8984957161972 47.92242396533903, 106.8940041397766 47.92242396533903, 106.8940041397766 47.9291097009831))"
995,995,"POLYGON ((106.8940041397766 47.92242396533903, 106.8984957161972 47.92242396533903, 106.8984957161972 47.91573822969496, 106.8940041397766 47.91573822969496, 106.8940041397766 47.92242396533903))"
996,996,"POLYGON ((106.8940041397766 47.91573822969496, 106.8984957161972 47.91573822969496, 106.8984957161972 47.90905249405089, 106.8940041397766 47.90905249405089, 106.8940041397766 47.91573822969496))"
997,997,"POLYGON ((106.8940041397766 47.90905249405089, 106.8984957161972 47.90905249405089, 106.8984957161972 47.90236675840682, 106.8940041397766 47.90236675840682, 106.8940041397766 47.90905249405089))"
998,998,"POLYGON ((106.8940041397766 47.90236675840682, 106.8984957161972 47.90236675840682, 106.8984957161972 47.89568102276275, 106.8940041397766 47.89568102276275, 106.8940041397766 47.90236675840682))"
999,999,"POLYGON ((106.8940041397766 47.89568102276275, 106.8984957161972 47.89568102276275, 106.8984957161972 47.88899528711868, 106.8940041397766 47.88899528711868, 106.8940041397766 47.89568102276275))"
1000,1000,"POLYGON ((106.8940041397766 47.88899528711868, 106.8984957161972 47.88899528711868, 106.8984957161972 47.88230955147461, 106.8940041397766 47.88230955147461, 106.8940041397766 47.88899528711868))"
1001,1001,"POLYGON ((106.8940041397766 47.88230955147461, 106.8984957161972 47.88230955147461, 106.8984957161972 47.87562381583054, 106.8940041397766 47.87562381583054, 106.8940041397766 47.88230955147461))"
1002,1002,"POLYGON ((106.8940041397766 47.87562381583054, 106.8984957161972 47.87562381583054, 106.8984957161972 47.86893808018647, 106.8940041397766 47.86893808018647, 106.8940041397766 47.87562381583054))"
1003,1003,"POLYGON ((106.8940041397766 47.86893808018647, 106.8984957161972 47.86893808018647, 106.8984957161972 47.86225234454241, 106.8940041397766 47.86225234454241, 106.8940041397766 47.86893808018647))"
1004,1004,"POLYGON ((106.8940041397766 47.86225234454241, 106.8984957161972 47.86225234454241, 106.8984957161972 47.85556660889834, 106.8940041397766 47.85556660889834, 106.8940041397766 47.86225234454241))"
1005,1005,"POLYGON ((106.8940041397766 47.85556660889834, 106.8984957161972 47.85556660889834, 106.8984957161972 47.84888087325427, 106.8940041397766 47.84888087325427, 106.8940041397766 47.85556660889834))"
1006,1006,"POLYGON ((106.8940041397766 47.84888087325427, 106.8984957161972 47.84888087325427, 106.8984957161972 47.8421951376102, 106.8940041397766 47.8421951376102, 106.8940041397766 47.84888087325427))"
1007,1007,"POLYGON ((106.8940041397766 47.8421951376102, 106.8984957161972 47.8421951376102, 106.8984957161972 47.83550940196613, 106.8940041397766 47.83550940196613, 106.8940041397766 47.8421951376102))"
1008,1008,"POLYGON ((106.8940041397766 47.83550940196613, 106.8984957161972 47.83550940196613, 106.8984957161972 47.82882366632206, 106.8940041397766 47.82882366632206, 106.8940041397766 47.83550940196613))"
1009,1009,"POLYGON ((106.8940041397766 47.82882366632206, 106.8984957161972 47.82882366632206, 106.8984957161972 47.82213793067799, 106.8940041397766 47.82213793067799, 106.8940041397766 47.82882366632206))"
1010,1010,"POLYGON ((106.8940041397766 47.82213793067799, 106.8984957161972 47.82213793067799, 106.8984957161972 47.81545219503392, 106.8940041397766 47.81545219503392, 106.8940041397766 47.82213793067799))"
1011,1011,"POLYGON ((106.8940041397766 47.81545219503392, 106.8984957161972 47.81545219503392, 106.8984957161972 47.80876645938985, 106.8940041397766 47.80876645938985, 106.8940041397766 47.81545219503392))"
1012,1012,"POLYGON ((106.8940041397766 47.80876645938985, 106.8984957161972 47.80876645938985, 106.8984957161972 47.80208072374578, 106.8940041397766 47.80208072374578, 106.8940041397766 47.80876645938985))"
1013,1013,"POLYGON ((106.8940041397766 47.80208072374578, 106.8984957161972 47.80208072374578, 106.8984957161972 47.79539498810171, 106.8940041397766 47.79539498810171, 106.8940041397766 47.80208072374578))"
1014,1014,"POLYGON ((106.8940041397766 47.79539498810171, 106.8984957161972 47.79539498810171, 106.8984957161972 47.78870925245764, 106.8940041397766 47.78870925245764, 106.8940041397766 47.79539498810171))"
1015,1015,"POLYGON ((106.8984957161972 48.02271000000007, 106.9029872926178 48.02271000000007, 106.9029872926178 48.016024264356, 106.8984957161972 48.016024264356, 106.8984957161972 48.02271000000007))"
1016,1016,"POLYGON ((106.8984957161972 48.016024264356, 106.9029872926178 48.016024264356, 106.9029872926178 48.00933852871193, 106.8984957161972 48.00933852871193, 106.8984957161972 48.016024264356))"
1017,1017,"POLYGON ((106.8984957161972 48.00933852871193, 106.9029872926178 48.00933852871193, 106.9029872926178 48.00265279306786, 106.8984957161972 48.00265279306786, 106.8984957161972 48.00933852871193))"
1018,1018,"POLYGON ((106.8984957161972 48.00265279306786, 106.9029872926178 48.00265279306786, 106.9029872926178 47.99596705742379, 106.8984957161972 47.99596705742379, 106.8984957161972 48.00265279306786))"
1019,1019,"POLYGON ((106.8984957161972 47.99596705742379, 106.9029872926178 47.99596705742379, 106.9029872926178 47.98928132177972, 106.8984957161972 47.98928132177972, 106.8984957161972 47.99596705742379))"
1020,1020,"POLYGON ((106.8984957161972 47.98928132177972, 106.9029872926178 47.98928132177972, 106.9029872926178 47.98259558613565, 106.8984957161972 47.98259558613565, 106.8984957161972 47.98928132177972))"
1021,1021,"POLYGON ((106.8984957161972 47.98259558613565, 106.9029872926178 47.98259558613565, 106.9029872926178 47.97590985049158, 106.8984957161972 47.97590985049158, 106.8984957161972 47.98259558613565))"
1022,1022,"POLYGON ((106.8984957161972 47.97590985049158, 106.9029872926178 47.97590985049158, 106.9029872926178 47.96922411484751, 106.8984957161972 47.96922411484751, 106.8984957161972 47.97590985049158))"
1023,1023,"POLYGON ((106.8984957161972 47.96922411484751, 106.9029872926178 47.96922411484751, 106.9029872926178 47.96253837920344, 106.8984957161972 47.96253837920344, 106.8984957161972 47.96922411484751))"
1024,1024,"POLYGON ((106.8984957161972 47.96253837920344, 106.9029872926178 47.96253837920344, 106.9029872926178 47.95585264355937, 106.8984957161972 47.95585264355937, 106.8984957161972 47.96253837920344))"
1025,1025,"POLYGON ((106.8984957161972 47.95585264355937, 106.9029872926178 47.95585264355937, 106.9029872926178 47.94916690791531, 106.8984957161972 47.94916690791531, 106.8984957161972 47.95585264355937))"
1026,1026,"POLYGON ((106.8984957161972 47.94916690791531, 106.9029872926178 47.94916690791531, 106.9029872926178 47.94248117227124, 106.8984957161972 47.94248117227124, 106.8984957161972 47.94916690791531))"
1027,1027,"POLYGON ((106.8984957161972 47.94248117227124, 106.9029872926178 47.94248117227124, 106.9029872926178 47.93579543662717, 106.8984957161972 47.93579543662717, 106.8984957161972 47.94248117227124))"
1028,1028,"POLYGON ((106.8984957161972 47.93579543662717, 106.9029872926178 47.93579543662717, 106.9029872926178 47.9291097009831, 106.8984957161972 47.9291097009831, 106.8984957161972 47.93579543662717))"
1029,1029,"POLYGON ((106.8984957161972 47.9291097009831, 106.9029872926178 47.9291097009831, 106.9029872926178 47.92242396533903, 106.8984957161972 47.92242396533903, 106.8984957161972 47.9291097009831))"
1030,1030,"POLYGON ((106.8984957161972 47.92242396533903, 106.9029872926178 47.92242396533903, 106.9029872926178 47.91573822969496, 106.8984957161972 47.91573822969496, 106.8984957161972 47.92242396533903))"
1031,1031,"POLYGON ((106.8984957161972 47.91573822969496, 106.9029872926178 47.91573822969496, 106.9029872926178 47.90905249405089, 106.8984957161972 47.90905249405089, 106.8984957161972 47.91573822969496))"
1032,1032,"POLYGON ((106.8984957161972 47.90905249405089, 106.9029872926178 47.90905249405089, 106.9029872926178 47.90236675840682, 106.8984957161972 47.90236675840682, 106.8984957161972 47.90905249405089))"
1033,1033,"POLYGON ((106.8984957161972 47.90236675840682, 106.9029872926178 47.90236675840682, 106.9029872926178 47.89568102276275, 106.8984957161972 47.89568102276275, 106.8984957161972 47.90236675840682))"
