id,lat,leisure,lon,name,type
2503479961,47.921698,,106.9256931,Бүжин цайны газар,fast_food
2503479963,47.9214121,,106.9268252,Цуйвандаа,fast_food
2505566060,47.9231506,,106.9181094,Ле Бистрот Францайс,restaurant
2506789934,47.9246517,,106.9182577,Romance ресторан,restaurant
2511108878,47.9247989,,106.9182157,Irish house,restaurant
2511108888,47.9253578,,106.9181677,Sho,restaurant
2511108893,47.9259667,,106.9180455,Амтат зоог,fast_food
2511108896,47.9240946,,106.9154684,Нийслэлийн Улсын Бүртгэлийн Газар,public_building
2511108898,47.9248731,,106.918194,Эмийн Cан,pharmacy
2511111451,47.9252145,,106.9204131,Эрдэнэ зоогийн газар,fast_food
2511111453,47.9251253,,106.9206513,мандах зоогийн газар,fast_food
2511111455,47.9248607,,106.9203672,Урьхан зоогийн газар,fast_food
2511111487,47.9250143,,106.9201652,Оргилох зоогийн газар,fast_food
2511111490,47.9248415,,106.9203409,Хан Хуушуур зоогийн газар,fast_food
2511112072,47.9238383,,106.9167797,Булган Жаалууд Цэцэрлэг,kindergarten
2511112073,47.923841,,106.9167324,СБД Ардчилсан нам,public_building
2511182239,47.927012,,106.9225293,Гүүр,kindergarten
2511182241,47.9261111,,106.9191166,Namaste,restaurant
2511182248,47.9269054,,106.9211707,Дарви,pharmacy
2511192201,47.9263474,,106.9163685,,kindergarten
2511202420,47.9242786,,106.9144998,Хаан банк,atm
2511207836,47.8567398,,106.7619331,,fast_food
2512491317,47.9260651,,106.9206715,Talk Talk English,school
2513546957,47.9245394,,106.9211678,,cafe
2513546958,47.9245808,,106.9201625,l.v.l esport,internet_cafe
2513546984,47.9241758,,106.9202044,СБД 16 Хороо,public_building
2513571072,47.9260919,,106.9201739,Монгол Давалгаа,restaurant
2513578144,47.9244008,,106.9081806,Цахим эрин бүрэн дунд сургууль,school
2514667763,47.9248184,,106.9213745,Tse pub,pub
2514667784,47.9255623,,106.9216243,,atm
2514667788,47.9254466,,106.9203564,зоогийн газар,fast_food
2514747352,47.8567404,,106.7618759,,cafe
2514747389,47.8572221,,106.7618265,,restaurant
2514752759,47.9235387,,106.9134124,Уул уурхайн яам,public_building
2514752760,47.9238889,,106.9136622,Эдийн засгийн хөгжлийн яам,public_building
2516004344,47.9203421,,106.9219042,Grab and Go,fast_food
2518247783,47.7889533,,106.7473419,Ovoo,place_of_worship
2520517045,47.9243843,,106.9122053,Шинэ найрамдал,restaurant
2520523177,47.9257337,,106.9151929,Aura,restaurant
2520523184,47.9263638,,106.9204872,Гэррийн хуушуур,fast_food
2520523187,47.9257474,,106.9153742,Modern Nomads,restaurant
2520523196,47.9262143,,106.9203006,Tulga ресторан,restaurant
2520523199,47.9263135,,106.9204159,,pharmacy
2520523202,47.9264116,,106.9205494,Амтлаг зоог,restaurant
2520523205,47.9271768,,106.9220212,Баялаг бууз,fast_food
2520527191,47.9271405,,106.9197235,"'X, Roses уран нугаралтын төв",school
2520527192,47.9269582,,106.9210566,Нар хоолны газар,restaurant
2520530986,47.9275377,,106.9219084,Цайны газар,restaurant
2520627417,47.920082,,106.922981,Наран Кафе,cafe
2520627419,47.9200309,,106.9229962,Yahoo,cafe
2520627434,47.9201717,,106.9229734,Зөөлөн,cafe
2520627435,47.9198324,,106.9230342,Хоолны газар,fast_food
2520627436,47.9199546,,106.9230012,Эмийн сан,pharmacy
2520683345,47.924612,,106.9081767,WillNet Internet Cafe,cafe
2520683346,47.9271542,,106.9233291,karaoke,pub
2520776802,47.9181574,,106.9208573,Has bank,bank
2520777870,47.9224361,,106.9105672,Хаан банк,bank
2520777873,47.9223527,,106.9093632,Зочин Бууз,fast_food
2520777875,47.9223652,,106.9090734,Солонгос Хоол,restaurant
2521832294,47.9268399,,106.9178915,Баялаг Бууз,fast_food
2521832301,47.9269125,,106.9178703,,atm
2521957877,47.9184533,,106.925149,JET,school
2522840108,47.9232669,,106.9072172,Төгөл Зоог,fast_food
2522858131,47.9225962,,106.9098414,,cafe
2522858141,47.9227665,,106.9098508,,pub
